folio,trim,unidad,region,ciudad,punto,turno,a1,a2,a3,a3_1,a3_1_1a,a3_1_1n,a3_1_2a,a3_1_2n,a4,a4_1,a5,a5_1,a6,a7,a8,a9,a9_1_1,a9_1_2,a9_1_3,a9_2,a9_3,a10,a10_1,a11_1,a11_1_1,a11_2,a11_2_1,a11_3,a11_3_1,a11_4,a11_4_1,a11_5,a11_5_1,a11_6,a11_6_1,a12p,a12e,a12m,a12u,a13,a14,a14_1e,a14_1m,a14_1u,a14_1u_b,a14_2es,a14_2cn,a15c,a15t,b1,b1_1,b1_2,b2,b3,b4_1,b4_2,b4_3,b4_4,b5,b5_1_1,b5_1_2,b6,b6_1,b7_1,b7_2,b7_3,b7_4,b7_5,b7_6,b8_1,b8_2,b8_3,b8_4,b8_5,b8_6,b8_7,b8_8,b8_1_1,b8_1_2,b8_1_3,b8_1_4,b8_1_5,b8_1_6,b8_1_7,b8_1_8,c1,c2c,c2u,c2_1,c3,c4,c4_1,c4_2,c4_3,c4_3_1_1,c4_3_1_2,c4_3_1_3,c4_3_1_4,c4_4_1,c4_4_2,c4_4_3,c4_4_4,c4_4_5,c4_4_6,c4_4_7,c4_4_8,c4_4_1c,c4_4_1u,c4_5_1,c4_5_2,c4_5_3,c4_5_4,c4_6c,c4_6t,c4_7,c4_8,d1,d2,d3,d4,d4_1,d4_1_1,d4_2,d5_0_1,d5_0_2,d5_0_3,d5_0_4,d5_0_5,d5_0_6,d5_0_7,d5_0_8,d5_0_9,d5_0_10,d5_0_11,d5_1_1,d5_1_1_1,d5_1_2,d5_1_2_1,d5_3,d6,d6_1,d6_2c,d6_2u,d6_3,d7,d8,e1,e1_1,e2,e2_1,e2_1_1c,e2_1_1t,e3_1,e4,e5,e6,e6_1,e7,e8,e9c,e9u,e9t,e10,e11,f1,f1_1,f2,f2_1,f3,f5,f6,f7,f8,f8_1,f9,f10,f11c,f11u,f11t,f12,f13,f14,f15,f16,f17,f18,f19,f19_1c,f19_1t,f19_2,f19_3,g1es,g1cn,g1cd,g2es,g2cn,g3,g4,g5,g6_1,g6_2,g6_3,g6_4,g6_1_1,g6_1_2,g6_1_3,g6_1_4,g6_1_5,g6_1_6,g6_1_7,g7,g7_1,g8,g8_1,g8_1_1_1,g8_1_1_2,g8_1_1_3,g8_1_1_4,g8_1_1_5,g8_1_2,g8_1_2_1_1,g8_1_2_1_2,g8_1_2_1_3,g8_1_2_1_4,g8_1_2_1_5,g9_1,g9_2,g9_3,g10,g10_1,g10_1c,g10_1t,g11c,g11t,g12_1,g12_2,g12_3,g12_4,g12_5,g12_6,g12_7,g12_8,h1,h1_1,h1_1_1,h1_1_2_1,h1_1_2_2,h1_1_3,i1_1,i1_2,i1_3,i1_4,i1_5,i2,i2_1,i2_1_1,i2_2,i2_3_1,i2_3_2,i2_3_3,i2_3_4,i2_3_5,i2_4,j1,j2,j2_1_1,j2_1_2,j2_1_3,j2_1_4,j2_1_5,j2_1_6,j3_1,j3_2,j3_3,j3_4,j4_1,j4_2,j4_3,k1,k1_1_1,k1_1_2,k1_1_3,k1_1_4,k1_1_5,k1_1_6,k1_1_7,k1_1_8,k1_1_9,k1_1_10,k2_1,k2_2,k2_3,l1,l1_1,l1_1_1,l1_2,l1_2_1e,l1_2_1m,l1_2_1u,l1_3,l2,l3,l3_1,oficio_mx,oficio_eua,nivel,filtro,estrato,upm,ponfin3
15001,1,102001,7,1,14,2,2,36,1,1,3,3,-4,-4,-4,1,2,2,4,2,5,5,2,3,0,2,2,2,1,1,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,26,26044,99,2,1,2,2004,99,99,-19,-19,2,2,2,2,2008,2020,2,1,2,2,2,2,-21,-21,2,-22,2,1,2,1,1,1,2,2,2,2,1,1,2,2,98,98,98,98,98,98,98,98,1,0,0,-25,4,20040001,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,28,6,1,5,1,1,2,1,0,-31,1,1,1,2,2,1,1,2,1,2,2,2,-33,-33,-33,-33,5,1,1,8000,2,2,2,1,1,-37,1,-39,-39,-39,211,1,1,1,2,8,5,2900,1,3,7,322,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607313392,6,6073,1,4,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,1,1,1,2,2,2,2,1,1,-60,-61,-62,-63,2,2,1,1,3,998,98,2,2,2,2,1,1,2,2,1,2,2,1,-65,5,96,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,1,-74,-74,-74,-74,-74,-74,-74,2,2,7,6,-1,6,1,71142,71142102001,115
15101,1,102001,7,1,14,2,1,19,1,1,2,3,-4,-4,-4,1,2,2,6,2,6,8,3,5,0,5,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,12,12018,99,1,-16,-16,-16,-16,99,-16,-16,2,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,1,1,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,9999997,97,1,2,0,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,-26,1,1,0,2,0,-31,0,1,1,2,2,2,2,2,2,1,2,2,97,2,-35,-35,0,1,97,9999997,97,1,2,1,1,-37,1,-39,-39,-39,834,1,2,2,-44,5,3,800,1,2,3,997,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,97,99997,9999999997,97,99997,2,6,97,97,2,2,2,2,2,2,2,2,1,-54,2,-55,1,1,3,2,2,2,1,1,-59,-60,-61,-62,1,2,1,2,1,1,998,98,2,2,2,2,1,1,2,97,1,2,2,2,3,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,97,97,97,97,97,97,97,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,998,998,998,1,-74,-74,-74,-74,-74,-74,-74,2,2,7,5,-1,5,1,71142,71142102001,115
15201,1,102001,7,1,14,2,1,22,2,-1,-1,-1,-1,-1,1,1,2,1,6,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,20,20310,99,2,1,2,2004,99,99,-19,-19,1,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,1,2,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,500,1,2,1,20040001,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,1,3,2,3,1,0,1,2,0,-31,0,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,1,1,-37,1,-39,-39,-39,531,1,2,1,1,8,6,3000,1,4,2,722,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,98,99998,9999999998,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,998,998,998,98,98,98,98,98,99998,98,98,98,98,98,5,-1,0,1,71142,71142102001,115
15501,1,102001,7,1,14,2,1,18,1,1,6,1,-3,-3,1,1,1,1,6,2,5,8,2,3,0,1,2,2,2,1,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,12,12002,99,1,-16,-16,-16,-16,99,-16,-16,1,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,1500,1,1,1,20040001,1,1,2,-27,-27,-27,-27,1,2,1,2,2,2,2,2,200,1,2,2,2,2,1,2,-29,3,1,1,0,1,1,3,0,1,1,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,611,2,2,2,-44,8,7,200,1,2,4,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607313392,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,1,1,2,2,2,2,1,1,-59,-60,-61,-62,1,2,2,1,2,-64,-64,-64,2,2,2,2,2,1,2,2,2,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,611,996,996,2,2,2,1,-76,-76,-76,1,2,1,1,1,-1,2,1,71142,71142102001,115
15601,1,102001,7,1,14,2,1,26,1,1,3,2,-4,-4,-4,1,2,2,6,2,5,5,1,4,0,2,2,2,2,1,-9,1,-10,1,-11,1,-12,1,-13,1,-14,1,18,18006,2,1,-16,-16,-16,-16,2,-16,-16,4,1,2,2,2017,2017,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,2300,1,1,1,20040001,1,1,2,-27,-27,-27,-27,1,2,1,2,2,2,2,2,200,1,2,2,2,2,1,2,-29,3,1,1,1,0,-30,-30,-30,1,1,1,2,1,1,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,217,5,-43,2,-44,8,3,3000,1,3,4,711,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607313392,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,1,2,2,2,2,1,2,2,2,2,2,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,217,611,996,97,97,97,2,-76,-76,-76,2,2,2,8,6,-1,4,1,71142,71142102001,115
15801,1,102001,7,1,14,2,1,18,1,1,6,1,-3,-3,1,1,1,1,6,2,1,5,2,2,0,1,1,1,-8,1,-9,0,-10,0,-11,1,-12,4,-13,1,-14,1,12,12043,99,1,-16,-16,-16,-16,99,-16,-16,1,2,2,1,2019,2020,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,1,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,7000,1,1,98,20040001,1,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,1,2,-29,3,1,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,611,2,1,2,-44,8,2,200,1,2,2,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607313392,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,1,2,2,2,2,2,2,2,2,2,2,2,3,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,613,996,996,1,-74,-74,-74,-74,-74,-74,-74,2,2,1,1,-1,2,1,71142,71142102001,115
15901,1,102001,7,1,14,2,1,21,1,1,2,1,-3,-3,2,-6,2,2,6,2,6,7,5,2,0,4,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,30,30047,2,1,-16,-16,-16,-16,2,-16,-16,1,2,0,-20,-20,2020,1,2,1,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,6000,1,1,2,20040001,1,1,2,-27,-27,-27,-27,2,1,1,2,2,1,2,2,300,1,2,2,2,2,2,2,-29,5,1,0,1,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,712,2,2,2,-44,8,6,150,1,2,3,236,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607313392,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,2,2,2,2,2,1,2,2,2,2,2,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2,2,712,996,996,97,97,97,2,-76,-76,-76,2,2,2,2,3,-1,1,1,71142,71142102001,115
16101,1,102001,7,1,14,2,1,47,1,1,2,1,-3,-3,1,1,2,2,6,2,5,4,1,1,0,1,1,1,-8,1,-9,1,-10,1,-11,1,-12,1,-13,1,-14,1,12,12048,2,1,-16,-16,-16,-16,2,-16,-16,1,1,2,0,2002,2002,2,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,9999998,98,98,1,20040001,1,1,2,-27,-27,-27,-27,1,2,1,2,1,1,2,2,9999998,98,2,2,2,2,3,2,-29,3,1,1,2,0,-30,-30,-30,1,1,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,611,2,2,2,-44,8,3,9999998,98,98,2,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607311194,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,2,2,2,2,1,1,1,2,2,2,2,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,613,996,996,2,2,98,1,-76,-76,-76,1,2,1,1,1,-1,1,1,71142,71142102001,115
16702,1,102002,7,1,14,2,1,33,1,1,6,1,-3,-3,1,1,2,2,6,2,1,3,1,2,0,1,1,1,-8,1,-9,1,-10,0,-11,3,2,3,2,3,2,1,22,22016,1,1,-16,-16,-16,-16,1,-16,-16,3,2,2,2,9999,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,5000,1,1,2,20040001,1,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,3,1,-29,2,2,1,1,2,0,-31,0,1,2,2,2,2,1,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,2,6,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607322804,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,3,2,2,2,1,99,1,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,712,731,996,2,2,2,1,-76,-76,-76,1,2,2,7,-1,-1,2,1,71142,71142102002,115
16802,1,102002,7,1,14,2,2,27,1,1,3,1,-3,-3,1,1,2,2,6,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,30,30023,1,1,-16,-16,-16,-16,1,-16,-16,3,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,7000,1,1,2,20020001,2,1,2,-27,-27,-27,-27,1,2,2,2,2,2,2,2,3000,1,2,2,2,2,3,2,-29,2,2,1,1,8,0,-31,0,1,1,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,1,3,7500,2,2,2,2,1,-37,1,-39,-39,-39,411,1,2,2,-44,5,5,800,1,3,1,463,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,99997,9999999997,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,3,2,2,2,1,2,2,2,1,2,2,2,3,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,751,996,2,2,1,1,-76,-76,-76,1,2,2,4,4,-1,1,1,71142,71142102002,115
16902,1,102002,7,1,14,2,1,22,1,1,3,2,-4,-4,-4,1,2,2,6,2,1,8,2,6,0,3,2,2,2,1,-9,1,-10,0,-11,1,-12,1,-13,3,2,1,16,16079,1,2,1,16,16079,99,99,-19,-19,1,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,4000,1,1,2,20030001,3,1,2,-27,-27,-27,-27,2,1,2,2,2,2,2,2,200,1,2,2,2,2,2,2,-29,1,2,1,1,1,0,-31,0,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,611,1,2,2,-44,8,6,1800,1,3,3,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6065,606562000,6,6065,1,4,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,1,2,2,2,1,1,2,97,1,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,611,712,996,1,-74,-74,-74,-74,-74,-74,-74,1,97,1,1,-1,4,1,71142,71142102002,115
17002,1,102002,7,1,14,2,1,35,1,1,4,1,-3,-3,1,1,2,2,6,2,1,4,2,2,0,1,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,14,14065,1,2,1,2,2001,1,1,-19,-19,2,2,1,-20,-20,2020,1,1,2,2,2,1,1,96,2,-22,2,1,2,2,1,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,10000,1,1,1,20030001,3,2,2,-27,-27,-27,-27,1,2,1,2,2,1,2,2,2000,1,2,2,2,2,5,2,-29,3,2,2,1,0,-30,-30,-30,1,1,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,1,3,5000,2,4,2,2,1,-37,1,-39,-39,-39,611,1,2,2,-44,10,6,1200,1,3,5,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,99,999,99,999998,98,6,6019,601927000,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,1,3,998,98,2,2,2,2,1,1,1,97,1,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,712,611,961,97,97,1,2,-76,-76,-76,1,2,1,7,1,-1,1,1,71142,71142102002,115
17202,1,102002,7,1,14,2,1,29,1,1,3,2,-4,-4,-4,1,2,2,6,2,5,6,2,2,2,4,1,2,2,1,-9,1,-10,0,-11,1,-12,1,-13,1,-14,1,12,12028,2,1,-16,-16,-16,-16,2,-16,-16,1,2,3,3,2019,2020,3,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,7000,1,1,2,20030001,3,1,2,-27,-27,-27,-27,2,2,1,2,1,1,2,2,600,1,2,2,2,2,4,2,-29,3,1,1,1,0,-30,-30,-30,1,2,1,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,1,3,8000,2,4,2,2,1,-37,1,-39,-39,-39,611,1,2,2,-44,9,6,150,1,2,3,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,99997,9999999997,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,1,2,2,2,1,2,1,2,1,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,1,1,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,998,998,998,98,98,98,98,98,99998,98,98,98,98,98,1,-1,4,1,71142,71142102002,115
17502,1,102002,7,1,14,2,1,21,1,1,6,1,-3,-3,1,1,2,2,6,2,6,4,1,3,0,3,2,2,3,0,-9,0,-10,0,-11,1,-12,1,-13,2,2,1,25,25011,2,1,-16,-16,-16,-16,2,-16,-16,1,2,2,2,2020,2020,2,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,1500,1,2,2,20030001,3,1,2,-27,-27,-27,-27,2,2,2,1,2,1,2,2,600,1,2,2,2,2,1,2,-29,3,1,1,1,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,621,1,2,1,1,9,6,4000,1,3,8,114,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,99997,9999999997,6,6073,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,1,2,2,2,2,2,97,2,2,2,2,2,3,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,621,611,996,2,2,2,1,-76,-76,-76,1,2,1,4,1,-1,2,1,71142,71142102002,115
18402,1,102002,7,1,14,2,1,32,1,2,-2,-2,12,3,-5,3,2,2,1,2,6,4,0,4,0,1,2,2,3,0,-9,0,-10,0,-11,2,2,2,1,2,2,1,16,16021,99,2,1,2,2004,2,2,-19,-19,3,2,2,1,1991,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,0,0,-25,5,20040001,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,100,1,2,1,2,2,3,6,2,4,3,0,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,0,0,5,1,2,2,6,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,7,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,6,6073,607313392,6,6073,1,5,1,1,2,2,2,2,2,1,2,2,1,-54,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,1,2,-64,-64,-64,3,2,2,2,1,1,2,2,1,2,2,2,3,-66,-66,-66,2,2,2,1,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,4,2,-71,-71,-71,-71,-71,-71,2,2,1,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,2,2,2,1,-76,-76,-76,1,1,2,1,-1,-1,6,1,71142,71142102002,115
