folio,trim,unidad,region,ciudad,punto,turno,a1,a2,a3,a3_1,a3_1_1a,a3_1_1n,a3_1_2a,a3_1_2n,a4,a4_1,a5,a5_1,a6,a7,a8,a9,a9_1_1,a9_1_2,a9_1_3,a9_2,a9_3,a10,a10_1,a11_1,a11_1_1,a11_2,a11_2_1,a11_3,a11_3_1,a11_4,a11_4_1,a11_5,a11_5_1,a11_6,a11_6_1,a12p,a12e,a12m,a12u,a13,a14,a14_1e,a14_1m,a14_1u,a14_1u_b,a14_2es,a14_2cn,a15c,a15t,b1,b1_1,b1_2,b2,b3,b4_1,b4_2,b4_3,b4_4,b5,b5_1_1,b5_1_2,b6,b6_1,b7_1,b7_2,b7_3,b7_4,b7_5,b7_6,b8_1,b8_2,b8_3,b8_4,b8_5,b8_6,b8_7,b8_8,b8_1_1,b8_1_2,b8_1_3,b8_1_4,b8_1_5,b8_1_6,b8_1_7,b8_1_8,c1,c2c,c2u,c2_1,c3,c4,c4_1,c4_2,c4_3,c4_3_1_1,c4_3_1_2,c4_3_1_3,c4_3_1_4,c4_4_1,c4_4_2,c4_4_3,c4_4_4,c4_4_5,c4_4_6,c4_4_7,c4_4_8,c4_4_1c,c4_4_1u,c4_5_1,c4_5_2,c4_5_3,c4_5_4,c4_6c,c4_6t,c4_7,c4_8,d1,d2,d3,d4,d4_1,d4_1_1,d4_2,d5_0_1,d5_0_2,d5_0_3,d5_0_4,d5_0_5,d5_0_6,d5_0_7,d5_0_8,d5_0_9,d5_0_10,d5_0_11,d5_1_1,d5_1_1_1,d5_1_2,d5_1_2_1,d5_3,d6,d6_1,d6_2c,d6_2u,d6_3,d7,d8,e1,e1_1,e2,e2_1,e2_1_1c,e2_1_1t,e3_1,e4,e5,e6,e6_1,e7,e8,e9c,e9u,e9t,e10,e11,f1,f1_1,f2,f2_1,f3,f5,f6,f7,f8,f8_1,f9,f10,f11c,f11u,f11t,f12,f13,f14,f15,f16,f17,f18,f19,f19_1c,f19_1t,f19_2,f19_3,g1es,g1cn,g1cd,g2es,g2cn,g3,g4,g5,g6_1,g6_2,g6_3,g6_4,g6_1_1,g6_1_2,g6_1_3,g6_1_4,g6_1_5,g6_1_6,g6_1_7,g7,g7_1,g8,g8_1,g8_1_1_1,g8_1_1_2,g8_1_1_3,g8_1_1_4,g8_1_1_5,g8_1_2,g8_1_2_1_1,g8_1_2_1_2,g8_1_2_1_3,g8_1_2_1_4,g8_1_2_1_5,g9_1,g9_2,g9_3,g10,g10_1,g10_1c,g10_1t,g11c,g11t,g12_1,g12_2,g12_3,g12_4,g12_5,g12_6,g12_7,g12_8,h1,h1_1,h1_1_1,h1_1_2_1,h1_1_2_2,h1_1_3,i1_1,i1_2,i1_3,i1_4,i1_5,i2,i2_1,i2_1_1,i2_2,i2_3_1,i2_3_2,i2_3_3,i2_3_4,i2_3_5,i2_4,j1,j2,j2_1_1,j2_1_2,j2_1_3,j2_1_4,j2_1_5,j2_1_6,j3_1,j3_2,j3_3,j3_4,j4_1,j4_2,j4_3,k1,k1_1_1,k1_1_2,k1_1_3,k1_1_4,k1_1_5,k1_1_6,k1_1_7,k1_1_8,k1_1_9,k1_1_10,k2_1,k2_2,k2_3,l1,l1_1,l1_1_1,l1_2,l1_2_1e,l1_2_1m,l1_2_1u,l1_3,l2,l3,l3_1,oficio_mx,oficio_eua,nivel,filtro,estrato,upm,ponfin3
3401,1,42001,5,1,7,2,1,27,1,2,-2,-2,8,2,-5,3,2,2,1,2,6,4,0,3,0,2,2,2,2,0,-9,0,-10,0,-11,2,1,2,1,1,-14,1,13,13040,1,1,-16,-16,-16,-16,1,-16,-16,3,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,5000,1,1,1,260600044,4,1,2,-27,-27,-27,-27,2,2,1,2,2,2,2,2,300,1,2,2,2,2,12,1,-29,0,2,0,97,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,97,97,9999997,97,97,2,2,2,4,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,1,-45,2,5,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,2,-52,-52,-52,-52,4,4013,401327820,4,4013,2,4,4,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,1,1,4,998,98,4,5,2,2,1,2,1,2,2,2,1,1,-65,5,1,98,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,2,2,2,2,-76,-76,-76,2,1,2,7,-1,-1,3,1,51072,51072042001,24.696611
3601,1,42001,5,1,7,2,1,23,1,1,3,3,-4,-4,-4,1,2,2,6,2,6,3,0,3,0,2,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,6,6009,2,1,-16,-16,-16,-16,2,-16,-16,2,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,6000,1,1,1,260020001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,8,1,-29,0,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,5000,2,2,2,2,1,-37,1,-39,-39,-39,421,1,1,1,1,9,6,1200,1,3,2,722,2,6,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,2,2,2,2,1,2,1,2,2,2,1,1,-65,5,1,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,511,996,996,2,2,2,1,-76,-76,-76,1,1,1,4,4,-1,6,1,51072,51072042001,24.696611
3701,1,42001,5,1,7,2,1,35,1,1,2,2,-4,-4,-4,1,2,2,6,2,5,5,2,3,0,2,1,1,-8,1,-9,1,-10,1,-11,1,-12,1,-13,3,2,1,16,16025,1,1,-16,-16,-16,-16,1,-16,-16,1,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,6000,1,1,1,260390001,4,1,2,-27,-27,-27,-27,2,2,1,2,2,1,2,2,1000,1,2,2,2,2,2,2,-29,3,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,2,5000,2,5,2,2,1,-37,2,6,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,1,2,2,2,1,2,2,2,2,2,1,1,-65,5,96,98,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,712,996,996,2,2,2,1,-76,-76,-76,1,1,1,2,-1,-1,3,1,51072,51072042001,24.696611
4001,1,42001,5,1,7,2,1,27,1,2,-2,-2,12,3,-5,3,2,2,1,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,0,-10,0,-11,3,1,2,1,3,2,1,26,26030,2,2,2,-17,-17,-17,-17,4,4003,22,6,1,-20,-20,1998,1,2,2,2,2,2,-21,-21,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,2,7,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4003,400305770,4,4003,2,4,3,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,1,2,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,1,2,1,2,998,98,2,5,2,2,2,2,2,2,2,2,1,1,-65,5,96,98,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,2,2,2,2,-76,-76,-76,2,1,2,3,-2,-1,6,1,51072,51072042001,24.696611
4101,1,42001,5,1,7,2,1,23,1,1,6,1,-3,-3,1,1,1,2,6,2,6,6,1,5,0,4,2,2,2,0,-9,0,-10,1,-11,1,-12,1,-13,1,-14,1,7,7032,1,1,-16,-16,-16,-16,1,-16,-16,15,2,1,-20,-20,2019,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,9999999,99,1,1,260020001,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,5,2,-29,4,7,0,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,2,2,1,5,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,1,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4013,401355000,4,4003,1,5,2,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,15,2,2,2,2,2,2,2,2,2,1,2,4,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,2,2,2,1,-76,-76,-76,1,1,2,2,-1,-1,2,1,51072,51072042001,24.696611
4301,1,42001,5,1,7,2,1,36,1,1,2,2,-4,-4,-4,1,2,2,6,2,2,1,-7,-7,-7,-7,-7,-7,-7,0,-9,1,-10,1,-11,1,-12,3,2,3,2,1,17,17011,2,1,-16,-16,-16,-16,2,-16,-16,1,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,9000,1,1,5,260020001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,1,2,2,500,1,2,2,2,2,8,1,-29,3,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,3,7600,2,1,2,2,1,-37,1,-39,-39,-39,834,2,2,2,-44,12,6,500,1,2,3,485,1,-45,2,2,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,5,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,1,2,2,2,2,2,2,2,2,2,1,2,2,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,899,722,996,2,2,2,1,-76,-76,-76,1,1,2,7,5,-1,3,1,51072,51072042001,24.696611
4401,1,42001,5,1,7,2,1,25,1,1,3,2,-4,-4,-4,1,2,2,6,2,1,3,1,2,0,1,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,3,2,1,15,15069,1,1,-16,-16,-16,-16,1,-16,-16,3,2,0,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,9999999,99,1,1,260600044,3,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,1,2,-29,3,2,1,1,0,-30,-30,-30,1,2,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,1,-37,2,2,3,3,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,2,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,2,2,2,2,2,2,2,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,959,999,996,2,2,1,1,-76,-76,-76,1,1,2,7,-1,-1,4,1,51072,51072042001,24.696611
9002,1,52002,5,1,7,2,1,30,1,1,3,3,-4,-4,-4,1,2,2,6,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,0,-10,0,-11,0,-12,1,-13,1,-14,1,13,13009,1,1,-16,-16,-16,-16,1,-16,-16,3,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,0,0,-25,5,260430001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,10,1,-29,0,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,1,-39,-39,-39,511,1,1,1,2,10,6,1800,1,3,2,722,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4023,402349640,4,4023,1,5,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,1,2,2,2,1,2,2,2,2,2,1,1,-65,5,96,2,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,996,996,2,2,2,1,-76,-76,-76,1,1,1,6,5,-1,6,1,51072,51072052002,24.696611
9102,1,52002,5,1,7,2,1,35,1,1,3,3,-4,-4,-4,1,2,2,6,2,5,3,1,2,0,2,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,3,2,1,6,6003,1,1,-16,-16,-16,-16,1,-16,-16,1,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,4000,1,1,1,260430001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,8,1,-29,0,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,2,2,3,5,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4023,402349640,4,4023,1,5,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,12,1,2,2,1,2,2,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,996,996,2,2,2,1,-76,-76,-76,1,1,1,6,-1,-1,6,1,51072,51072052002,24.696611
9202,1,52002,5,1,7,2,1,29,1,1,1,3,-4,-4,-4,1,2,2,6,2,6,1,-7,-7,-7,-7,-7,-7,-7,1,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,7,7009,2,1,-16,-16,-16,-16,2,-16,-16,18,1,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,4000,1,2,1,260600044,4,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,6,1,-29,0,2,1,0,0,-30,-30,-30,1,2,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,1,3,6000,2,3,2,2,1,-37,1,-39,-39,-39,421,1,1,1,2,10,6,1400,1,3,2,466,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4023,402349640,4,4023,1,6,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,15,1,2,2,1,2,2,2,2,2,1,1,-65,5,96,1,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,1,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,959,996,996,2,2,2,1,-76,-76,-76,1,1,1,4,4,-1,5,1,51072,51072052002,24.696611
9302,1,52002,5,1,7,2,1,26,1,1,3,2,-4,-4,-4,1,2,2,6,2,6,5,0,4,1,4,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,3,2,1,12,12017,1,1,-16,-16,-16,-16,1,-16,-16,7,2,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,5000,1,1,1,260020001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,1,2,-29,2,2,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,1,6000,2,2,2,2,1,-37,1,-39,-39,-39,611,1,2,2,-44,8,6,800,1,3,6,111,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,7,2,2,2,1,2,2,2,2,2,1,1,-65,5,96,2,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,1,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,611,996,996,2,2,2,1,-76,-76,-76,1,1,1,1,1,-1,4,1,51072,51072052002,24.696611
9602,1,52002,5,1,7,2,1,18,1,1,3,2,-4,-4,-4,1,2,2,6,2,6,4,0,4,0,2,2,2,2,0,-9,0,-10,4,-11,1,-12,1,-13,3,2,1,26,26043,2,1,-16,-16,-16,-16,2,-16,-16,8,1,12,2,2016,2020,3,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,0,0,-25,5,260430001,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,19,6,1,4,7,1,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,2,-36,-36,-36,-36,2,2,1,-37,2,2,20,2,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4023,1,5,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,8,1,2,2,2,2,2,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,999,999,999,2,2,1,2,-76,-76,-76,1,2,2,3,-1,-1,4,1,51072,51072052002,24.696611
9702,1,52002,5,1,7,2,1,29,1,1,2,2,-4,-4,-4,1,2,2,6,2,6,1,-7,-7,-7,-7,-7,-7,-7,0,-9,1,-10,0,-11,1,-12,3,2,3,2,1,22,22010,1,1,-16,-16,-16,-16,1,-16,-16,10,1,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,1,9999999,99,1,1,260430001,3,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,2,2,-29,1,2,0,0,0,-30,-30,-30,1,2,2,2,2,2,2,2,2,2,2,-33,-33,-33,-33,0,2,-36,-36,-36,-36,2,2,2,2,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4023,402349640,4,4023,1,5,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,999,99,2,2,2,2,2,2,2,2,2,2,3,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,531,499,996,1,-74,-74,-74,-74,-74,-74,-74,1,3,-77,-1,-1,3,1,51072,51072052002,24.696611
9802,1,52002,5,1,7,2,1,37,1,1,3,2,-4,-4,-4,1,2,2,6,2,5,5,2,3,0,2,1,1,-8,1,-9,1,-10,0,-11,1,-12,1,-13,3,2,1,15,15024,2,1,-16,-16,-16,-16,2,-16,-16,18,1,2,1,2016,2020,1,2,2,2,2,2,-21,-21,2,-22,2,2,2,2,2,1,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,9999999,99,1,5,260600001,4,1,2,-27,-27,-27,-27,2,2,2,2,2,2,2,2,-28,-28,2,2,2,2,6,1,-29,0,2,0,0,0,-30,-30,-30,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,2,9999999,99,5,2,2,1,-37,1,-39,-39,-39,713,2,2,2,-44,99,7,9999999,99,99,1,238,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,99997,1,5,1,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,2,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,2,2,2,2,-64,-64,-64,14,1,2,2,2,1,2,2,2,2,1,2,1,-66,-66,-66,2,2,2,2,2,2,-69,-69,-69,-69,-69,-69,-69,-69,-69,2,2,-71,-71,-71,-71,-71,-71,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,713,712,996,2,2,2,1,-76,-76,-76,1,1,2,6,3,-1,4,1,51072,51072052002,24.696611
9902,1,52002,5,1,7,2,1,19,1,1,2,3,-4,-4,-4,1,2,2,6,2,6,6,0,5,1,4,2,2,2,0,-9,0,-10,0,-11,1,-12,1,-13,1,-14,1,11,11012,1,1,-16,-16,-16,-16,1,-16,-16,12,1,1,-20,-20,2020,1,2,2,2,2,2,-21,-21,2,-22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-23,-23,-23,-23,-23,-23,-23,-23,2,12000,1,1,1,260040001,4,1,2,-27,-27,-27,-27,2,2,1,2,1,1,2,2,2500,1,2,2,2,2,1,2,-29,3,2,1,1,1,0,-31,1,2,2,2,2,2,2,2,2,2,2,2,-32,-32,-32,-32,-32,1,3,8500,2,1,2,2,1,-37,2,2,1,5,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,2,8,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,-46,2,-52,-52,-52,-52,4,4019,401977000,4,4019,1,6,6,2,2,2,2,-53,-53,-53,-53,-53,-53,-53,2,-55,1,1,3,2,2,1,2,1,-59,-60,-61,1,-63,2,2,2,2,-64,-64,-64,12,1,2,2,2,2,2,2,2,2,1,2,1,-66,-66,-66,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,-68,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,216,996,996,2,2,1,2,-76,-76,-76,2,1,3,-77,-1,-1,5,1,51072,51072052002,24.696611
